Establishment_id,Name,Category,Inspection_date,Inspection_results,City,State,Zip,Address_line_1,Address_line_2,Food_from_approved_source,Food_protected_from_contamination,Ill_workers_restricted,Proper_hand_washing,Cooling_time_and_temperature,Cold_holding_temperature,Hot_holding_temperature,Cooking_time_and_temperature,Reheating_time_and_temperature,Hot_and_cold_running_water_provided,Proper_sewage_disposal,No_bare_hand_contact,Adequate_hand_washing_facilities,Rodent_and_insects,Food_contact_surfaces_and_equipment,Inspection_type,Owner,Type,Location,Zip Codes
902,LOONEYS PUB @ COLLEGE PARK,Full Service,07/31/2014 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,8150 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Re-inspection,WILLIAM LARNEY,Food Establishments,POINT (-76.933738 38.991271),15305
1080,PAINT BRANCH ELEMENTARY SCHOOL,Public School,01/29/2018 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,5101 PIERCE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,MARK FOSSETT,Food Establishments,POINT (-76.925961 38.987309),15305
84,BAGEL PLACE OF COLLEGE PARK,Full Service,07/28/2014 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,7423 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Comprehensive,DEBORA KARANOVICH,Food Establishments,POINT (-76.937838 38.981915),15305
880,LEDO RESTAURANT,Full Service,06/02/2015 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,4509 KNOX RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Monitoring,Thomas MARCOS JR,Food Establishments,POINT (-76.937067 38.980705),15305
302,CHINA BUFFET,Full Service,06/25/2014 12:00:00 AM,------,COLLEGE PARK,MD,20740,9098 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,FANG LIN,Food Establishments,POINT (-76.930643 39.003329),15305
449,MILK & HONEY CAFE,Cafeteria,01/26/2015 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,10280 BALTIMORE AVE,102,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Monitoring,MONIQUE SIMMS,Food Establishments,POINT (-76.92378 39.023454),15305
408,DP DOUGH,Carry-out,11/08/2017 12:00:00 AM,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,8145 BALTIMORE AVE,J,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,DAVID SCHYLLING,Food Establishments,POINT (-76.933698 38.99136),15305
832,KRAZI KEBOB,Full Service,07/22/2016 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,4427 LEHIGH RD,------,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Monitoring,NAUMAAN HAMID,Food Establishments,POINT (-76.938778 38.981784),15305
277,CHERRY HILL PARK CONFERENCE CENTER,Banquet Hall/Ballroom,03/08/2019 12:00:00 AM,Compliance Schedule - Completed,COLLEGE PARK,MD,20740,9800 CHERRY HILL RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,MICHAEL Gurevich,Food Establishments,POINT (-76.940157 39.025065),15305
61,AROY THAI RESTAURANT,Full Service,11/27/2018 12:00:00 AM,Compliance Schedule - Completed,COLLEGE PARK,MD,20740,4511 COLLEGE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,PORNNAPA PONGPORNPROT,Food Establishments,POINT (-76.937057 38.981953),15305
408,DP DOUGH,Carry-out,05/12/2017 12:00:00 AM,------,COLLEGE PARK,MD,20740,8145 BALTIMORE AVE,J,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Comprehensive,DAVID SCHYLLING,Food Establishments,POINT (-76.933698 38.99136),15305
880,LEDO RESTAURANT,Full Service,05/26/2016 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,4509 KNOX RD,------,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Comprehensive,Thomas MARCOS JR,Food Establishments,POINT (-76.937067 38.980705),15305
324,CHIPOTLE MEXICAN GRILL 105,Fast Food,04/01/2019 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20740,7332 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Single Foodborne Illness,STEVEN ELLIS,Food Establishments,POINT (-76.937981 38.980099),15305
1031,NEW YORK DELI,Full Service,11/14/2012 12:00:00 AM,------,COLLEGE PARK,MD,20740,4926 EDGEWOOD RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,ASHLEIGH WILLIAMS,Food Establishments,POINT (-76.921745 39.016075),15305
342,COLLEGE PARK DINER,Full Service,12/17/2015 12:00:00 AM,------,COLLEGE PARK,MD,20740,9206 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,Adel RIAD,Food Establishments,POINT (-76.929936 39.006215),15305
103,BERWYN HEIGHTS ELEMENTARY SCHOOL,Public School,01/07/2019 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20740,6200 PONTIAC ST,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,MARK FOSSETT,Food Establishments,POINT (-76.910283 38.991607),15305
703,IKEA,Full Service,10/16/2012 12:00:00 AM,------,COLLEGE PARK,MD,20740,10100 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,JOSHUA KEILSON,Food Establishments,POINT (-76.927464 39.022173),15305
342,COLLEGE PARK DINER,Full Service,09/11/2017 12:00:00 AM,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,9206 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Food Complaint,Adel RIAD,Food Establishments,POINT (-76.929936 39.006215),15305
51,APPLEBEE'S,Full Service,02/09/2012 12:00:00 AM,------,COLLEGE PARK,MD,20740,7242 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,TERRI M CARMAN,Food Establishments,POINT (-76.937981 38.979286),15305
1015,NELLY'S CAFE,Full Service,01/10/2013 12:00:00 AM,------,COLLEGE PARK,MD,20740,9917 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,Miguel Medrano,Food Establishments,POINT (-76.920518 39.01661),15305
336,CLUCK-U CHICKEN,Carry-out,03/03/2015 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,7415 BALTIMORE AVE,B,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,JP HADDAD,Food Establishments,POINT (-76.937834 38.981515),15305
103,BERWYN HEIGHTS ELEMENTARY SCHOOL,Public School,11/02/2017 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,6200 PONTIAC ST,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Monitoring,MARK FOSSETT,Food Establishments,POINT (-76.910283 38.991607),15305
638,HANAMI JAPANESE RESTAURANT,Full Service,10/02/2014 12:00:00 AM,------,COLLEGE PARK,MD,20740,8145 BALTIMORE AVE,M,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,IRENE SONG,Food Establishments,POINT (-76.933698 38.99136),15305
324,CHIPOTLE MEXICAN GRILL 105,Fast Food,10/25/2017 12:00:00 AM,Compliance Schedule - Completed,COLLEGE PARK,MD,20740,7332 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,STEVEN ELLIS,Food Establishments,POINT (-76.937981 38.980099),15305
84,BAGEL PLACE OF COLLEGE PARK,Full Service,12/07/2016 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,7423 BALTIMORE AVE,------,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,DEBORA KARANOVICH,Food Establishments,POINT (-76.937838 38.981915),15305
702,IHOP - COLLEGE PARK,Full Service,02/28/2018 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20740,9680 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Single Foodborne Illness,GEOFFREY TROUT,Food Establishments,POINT (-76.927881 39.014023),15305
1015,NELLY'S CAFE,Full Service,09/02/2015 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,9917 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,Miguel Medrano,Food Establishments,POINT (-76.920518 39.01661),15305
1027,NEW SHANGHAI CAFE,Full Service,03/05/2019 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,7409 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,HAI QING JIANG,Food Establishments,POINT (-76.937834 38.981216),15305
807,KFC KO71141,Fast Food,03/11/2019 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,6101 GREENBELT RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,MANISH PATEL,Food Establishments,POINT (-76.909497 38.997459),16242
1080,PAINT BRANCH ELEMENTARY SCHOOL,Public School,12/07/2011 12:00:00 AM,------,COLLEGE PARK,MD,20740,5101 PIERCE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,MARK FOSSETT,Food Establishments,POINT (-76.925961 38.987309),15305
131,BRANCHVILLE VOLUNTEER FIRE COMPANY,Fire/Community Hall,10/25/2012 12:00:00 AM,------,COLLEGE PARK,MD,20740,4905 BRANCHVILLE RD,------,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,FRANK UNDERWOOD,Food Establishments,POINT (-76.926454 38.999129),15305
272,CHECKERS DRIVE THRU RESTAURANT,Carry-out,05/21/2015 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,6051 GREENBELT RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Monitoring,DANA KEITH,Food Establishments,POINT (-76.910024 38.997563),16242
941,MARATHON DELI,Full Service,03/13/2014 12:00:00 AM,------,COLLEGE PARK,MD,20740,4429 LEHIGH RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,MARIA KOUMPOURAS,Food Establishments,POINT (-76.938686 38.981788),15305
206,BURGER KING 1154,Fast Food,10/13/2017 12:00:00 AM,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,8510 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,PAUL FLANDERS,Food Establishments,POINT (-76.932019 38.995196),15305
342,COLLEGE PARK DINER,Full Service,03/08/2019 12:00:00 AM,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,9206 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,Adel RIAD,Food Establishments,POINT (-76.929936 39.006215),15305
832,KRAZI KEBOB,Full Service,03/01/2013 12:00:00 AM,------,COLLEGE PARK,MD,20740,4427 LEHIGH RD,------,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,Out of Compliance,Out of Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,NAUMAAN HAMID,Food Establishments,POINT (-76.938778 38.981784),15305
730,JASON'S DELI,Full Service,10/15/2012 12:00:00 AM,------,COLLEGE PARK,MD,20740,7356 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,JOE TORTORICE JR,Food Establishments,POINT (-76.937981 38.980544),15305
329,CHIPOTLE MEXICAN GRILL 1786,Fast Food,02/13/2015 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,10250 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,MONTGOMERY F MORAN,Food Establishments,POINT (-76.924414 39.022738),15305
1039,NOODLES & COMPANY,Fast Food,06/10/2019 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,7320 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,JENNIFER MCVAY,Food Establishments,POINT (-76.937981 38.980154),15305
206,BURGER KING 1154,Fast Food,08/09/2019 12:00:00 AM,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,8510 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,PAUL FLANDERS,Food Establishments,POINT (-76.932019 38.995196),15305
51,APPLEBEE'S,Full Service,07/14/2017 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,7242 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Monitoring,TERRI M CARMAN,Food Establishments,POINT (-76.937981 38.979286),15305
703,IKEA,Full Service,12/28/2018 12:00:00 AM,Compliance Schedule - Completed,COLLEGE PARK,MD,20740,10100 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,JOSHUA KEILSON,Food Establishments,POINT (-76.927464 39.022173),15305
329,CHIPOTLE MEXICAN GRILL 1786,Fast Food,10/26/2015 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,10250 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,MONTGOMERY F MORAN,Food Establishments,POINT (-76.924414 39.022738),15305
343,COLLEGE PARK MOOSE LODGE 453,Private Club,10/04/2017 12:00:00 AM,Compliance Schedule - Completed,COLLEGE PARK,MD,20740,3700 METZEROTT RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,JIMMIE CORNELL,Food Establishments,POINT (-76.946089 39.001125),15305
441,EDDIE'S CAFE,Carry-out,06/01/2016 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,9823 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Comprehensive,BIRONG XIE,Food Establishments,POINT (-76.921371 39.014015),15305
76,AZTECA BAR & GRILL,Full Service,10/20/2014 12:00:00 AM,------,COLLEGE PARK,MD,20740,9505 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,JAMES BURICK,Food Establishments,POINT (-76.9291 39.009268),15305
7256,UMCP - ESJ SHOP,College/University,03/23/2022 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20742,4131 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,JOSEPH MULLINEAUX,Food Establishments,POINT (-76.946994 38.985823),15306
104,BERWYN HEIGHTS TOWN CENTER,Fire/Community Hall,05/20/2013 12:00:00 AM,------,COLLEGE PARK,MD,20740,8701 57TH AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,EDWARD MURPHY,Food Establishments,POINT (-76.91655 38.99306),15305
84,BAGEL PLACE OF COLLEGE PARK,Full Service,03/21/2019 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20740,7423 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Single Foodborne Illness,DEBORA KARANOVICH,Food Establishments,POINT (-76.937838 38.981915),15305
514,FOOD FACTORY,Full Service,04/21/2015 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,8145 BALTIMORE AVE,G & H,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Monitoring,Mohammad Javaid,Food Establishments,POINT (-76.933698 38.99136),15305
643,HARD TIMES CAFE,Full Service,01/08/2014 12:00:00 AM,------,COLLEGE PARK,MD,20740,4738 CHERRY HILL RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,William Swint,Food Establishments,POINT (-76.929066 39.015156),15305
941,MARATHON DELI,Full Service,08/28/2018 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20740,4429 LEHIGH RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,MARIA KOUMPOURAS,Food Establishments,POINT (-76.938686 38.981788),15305
533,SARDI'S CATERING,Catering Only,02/13/2017 12:00:00 AM,------,COLLEGE PARK,MD,20740,9204 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Monitoring,,Food Establishments,POINT (-76.929967 39.006087),15305
51,APPLEBEE'S,Full Service,12/01/2016 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,7242 BALTIMORE AVE,------,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Single Foodborne Illness,TERRI M CARMAN,Food Establishments,POINT (-76.937981 38.979286),15305
667,HOLLYWOOD ELEMENTARY SCHOOL,Public School,11/04/2016 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20740,9811 49TH AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,MARK FOSSETT,Food Establishments,POINT (-76.923668 39.014491),15305
136,BUFFALO WILD WINGS,Full Service,09/20/2017 12:00:00 AM,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,10240 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Monitoring,JOHN WEILER,Food Establishments,POINT (-76.924347 39.022819),15305
61,AROY THAI RESTAURANT,Full Service,01/06/2017 12:00:00 AM,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,4511 COLLEGE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,PORNNAPA PONGPORNPROT,Food Establishments,POINT (-76.937057 38.981953),15305
965,MEALS ON WHEELS OF COLLEGE PARK,Catering Only,12/16/2016 12:00:00 AM,------,COLLEGE PARK,MD,20740,9601 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Monitoring,LISA EALLEY,Food Establishments,POINT (-76.922165 39.010438),15305
355,CORNERSTONE GRILL & LOFT,Full Service,03/12/2014 12:00:00 AM,------,COLLEGE PARK,MD,20740,7325 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,Mark Srour,Food Establishments,POINT (-76.937837 38.980457),15305
272,CHECKERS DRIVE THRU RESTAURANT,Carry-out,08/22/2018 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,6051 GREENBELT RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,DANA KEITH,Food Establishments,POINT (-76.910024 38.997563),16242
1039,NOODLES & COMPANY,Fast Food,12/20/2018 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,7320 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,JENNIFER MCVAY,Food Establishments,POINT (-76.937981 38.980154),15305
997,MOOSE CREEK STEAKHOUSE,Full Service,01/09/2012 12:00:00 AM,------,COLLEGE PARK,MD,20740,10000 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,PITUSH PATEL,Food Establishments,POINT (-76.926027 39.020217),15305
667,HOLLYWOOD ELEMENTARY SCHOOL,Public School,11/08/2017 12:00:00 AM,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,9811 49TH AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Monitoring,MARK FOSSETT,Food Establishments,POINT (-76.923668 39.014491),15305
342,COLLEGE PARK DINER,Full Service,05/26/2015 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,9206 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Monitoring,Adel RIAD,Food Establishments,POINT (-76.929936 39.006215),15305
