id,name,categories,transactions,price,rating,review_count,location,phone
N8OcY3VeKzpfHtSgb3Kh-g,Florida Avenue Grill,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'soulfood', 'title': 'Soul Food'}]",['pickup'],$$,3.5,518,"{'address1': '1100 Florida Ave NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['1100 Florida Ave NW', 'Washington, DC 20009']}",+12022651586
SOhL289qmi6qWqiH4TiHww,The Waterhole,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",[],$,4.5,78,"{'address1': '4004 34th St', 'address2': '', 'address3': '', 'city': 'Mount Rainier', 'zip_code': '20712', 'country': 'US', 'state': 'MD', 'display_address': ['4004 34th St', 'Mount Rainier, MD 20712']}",+13016990030
04Ng72bmAVRyo7Yn7EBnAg,Soup Up,"[{'alias': 'soup', 'title': 'Soup'}]","['delivery', 'pickup']",$,4.5,114,"{'address1': '709 Kennedy St NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20011', 'country': 'US', 'state': 'DC', 'display_address': ['709 Kennedy St NW', 'Washington, DC 20011']}",+12026216845
F6jgtkBLdyjHYhDO79Z1lA,Wi Jammin Catering,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",['pickup'],$$,4.5,55,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20004', 'country': 'US', 'state': 'DC', 'display_address': ['Washington, DC 20004']}",+13017850169
odvIEE5vX2rb7bvF0B2EOA,The Potter's House,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bookstores', 'title': 'Bookstores'}, {'alias': 'cafes', 'title': 'Cafes'}]","['delivery', 'pickup']",$,4.0,239,"{'address1': '1658 Columbia Rd NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['1658 Columbia Rd NW', 'Washington, DC 20009']}",+12022325483
vIQE_MJ4Va03qh5d9ixG6g,Bagels 'n Grinds,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bagels', 'title': 'Bagels'}]",['delivery'],$,3.0,86,"{'address1': '7777 Baltimore Ave', 'address2': None, 'address3': None, 'city': 'College Park', 'zip_code': '20740', 'country': 'US', 'state': 'MD', 'display_address': ['7777 Baltimore Ave', 'College Park, MD 20740']}",+12405825475
R7DBLu6dUrdhAUNb1oSDJw,New Deal Cafe,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'newamerican', 'title': 'American (New)'}]",[],$$,3.5,157,"{'address1': '113 Centerway', 'address2': '', 'address3': '', 'city': 'Greenbelt', 'zip_code': '20770', 'country': 'US', 'state': 'MD', 'display_address': ['113 Centerway', 'Greenbelt, MD 20770']}",+13014745642
8Doa_RDbhmK9a1xFnputwQ,Wasabi Bistro,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]","['delivery', 'pickup']",$$,3.5,142,"{'address1': '4505 College Ave', 'address2': '', 'address3': '', 'city': 'College Park', 'zip_code': '20740', 'country': 'US', 'state': 'MD', 'display_address': ['4505 College Ave', 'College Park, MD 20740']}",+13012774038
KqZVI2cPq6j0LgEF080MBg,The Girl and The Vine,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",['delivery'],$$,4.0,65,"{'address1': '7071 Carroll Ave', 'address2': '', 'address3': None, 'city': 'Takoma Park', 'zip_code': '20912', 'country': 'US', 'state': 'MD', 'display_address': ['7071 Carroll Ave', 'Takoma Park, MD 20912']}",+13012721230
JShfXZea1kMK6oGrInKQ-g,Lost Sock Roaster,"[{'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",[],$$,4.5,53,"{'address1': '6833 4th St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20012', 'country': 'US', 'state': 'DC', 'display_address': ['6833 4th St NW', 'Washington, DC 20012']}",
jLU_9Gp6FVqLPo64hGYUsQ,Noodles & Company,"[{'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}]","['delivery', 'pickup']",$,3.0,108,"{'address1': '7320 Baltimore Ave', 'address2': '', 'address3': '', 'city': 'College Park', 'zip_code': '20740', 'country': 'US', 'state': 'MD', 'display_address': ['7320 Baltimore Ave', 'College Park, MD 20740']}",+13017795300
KKkqXfQ1oIkxHKyPDJsU3Q,The Common,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",['delivery'],$$,3.0,57,"{'address1': '3501 University Blvd E', 'address2': '', 'address3': 'College Park Marriott Hotel & Conference Center', 'city': 'Hyattsville', 'zip_code': '20783', 'country': 'US', 'state': 'MD', 'display_address': ['3501 University Blvd E', 'College Park Marriott Hotel & Conference Center', 'Hyattsville, MD 20783']}",+13019857326
78mZOS1SBKz-Feg6Z8WHvQ,BIBIBOP Asian Grill,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]","['delivery', 'pickup']",$,4.0,100,"{'address1': '935 Ellsworth Dr', 'address2': '', 'address3': None, 'city': 'Silver Spring', 'zip_code': '20910', 'country': 'US', 'state': 'MD', 'display_address': ['935 Ellsworth Dr', 'Silver Spring, MD 20910']}",+13013379422
Kd6M76TqyLGshUohs1howw,Mezeh Mediterranean Grill - Hyattsville,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'salad', 'title': 'Salad'}]",['delivery'],,4.0,49,"{'address1': '3500 East-West Hwy', 'address2': 'Ste 1270', 'address3': None, 'city': 'Hyattsville', 'zip_code': '20782', 'country': 'US', 'state': 'MD', 'display_address': ['3500 East-West Hwy', 'Ste 1270', 'Hyattsville, MD 20782']}",+13017611890
yRnFnpCJ1Upf5BdjwNQXDw,Salt and Pepper Grill ,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'pakistani', 'title': 'Pakistani'}]","['delivery', 'pickup']",$$,4.0,282,"{'address1': '2632 Georgia Ave NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['2632 Georgia Ave NW', 'Washington, DC 20001']}",+12025880666
SwYp5fMyQoZlVbzCu9qT0g,Lemon Slice Cafe,"[{'alias': 'delis', 'title': 'Delis'}]","['delivery', 'pickup']",,5.0,55,"{'address1': '8737 Colesville Rd 103', 'address2': None, 'address3': '', 'city': 'Silver Spring', 'zip_code': '20910', 'country': 'US', 'state': 'MD', 'display_address': ['8737 Colesville Rd 103', 'Silver Spring, MD 20910']}",+12025505076
c3IyEqYRpkgHKE5DhvYDGA,Hook & Reel Cajun Seafood & Bar,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}]","['delivery', 'pickup']",$$,3.0,581,"{'address1': '9201 Woodmore Center Dr', 'address2': 'Ste 403', 'address3': None, 'city': 'Lanham', 'zip_code': '20706', 'country': 'US', 'state': 'MD', 'display_address': ['9201 Woodmore Center Dr', 'Ste 403', 'Lanham, MD 20706']}",+13017737779
_jFu4tg1wFOb_qqMThXruA,Ball or Nothing,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",[],$,4.5,106,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['Washington, DC 20009']}",+12022814003
g2VdWEiqEkwZzY6G2PXpIQ,Odd Provisions,"[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","['delivery', 'pickup']",$$,4.5,46,"{'address1': '3301 11th St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20010', 'country': 'US', 'state': 'DC', 'display_address': ['3301 11th St NW', 'Washington, DC 20010']}",+12022324050
yl3jkKRndbSUKog03F_pCg,Underground Pizza - Silver Spring,"[{'alias': 'pizza', 'title': 'Pizza'}]",['delivery'],,4.0,127,"{'address1': '8235 Georgia Ave', 'address2': None, 'address3': '', 'city': 'Silver Spring', 'zip_code': '20910', 'country': 'US', 'state': 'MD', 'display_address': ['8235 Georgia Ave', 'Silver Spring, MD 20910']}",+14433476190
x_7P7SNHmPKpLVnlY_IvPQ,Far East Taco Grille - Truck,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}]",[],$,4.0,229,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['Washington, DC 20009']}",+12026014346
Ur1tuymAy3M4vb5pLaJxfQ,Manifest Bread,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",[],,5.0,14,"{'address1': '6208 Rhode Island Ave', 'address2': '', 'address3': None, 'city': 'Riverdale Park', 'zip_code': '20737', 'country': 'US', 'state': 'MD', 'display_address': ['6208 Rhode Island Ave', 'Riverdale Park, MD 20737']}",
pyBgk9-fhU5P8DeLAR53PQ,Lamoon Thai,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'salad', 'title': 'Salad'}]","['delivery', 'pickup']",$,4.0,80,"{'address1': '906 Thayer Ave', 'address2': None, 'address3': '', 'city': 'Silver Spring', 'zip_code': '20910', 'country': 'US', 'state': 'MD', 'display_address': ['906 Thayer Ave', 'Silver Spring, MD 20910']}",+13013285159
si558gBxg3U0ZnRYHjxGKQ,Addis Paris,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'ethiopian', 'title': 'Ethiopian'}]",['delivery'],,4.5,36,"{'address1': '3103 Mt Pleasant St NW', 'address2': None, 'address3': None, 'city': 'Washington, DC', 'zip_code': '20010', 'country': 'US', 'state': 'DC', 'display_address': ['3103 Mt Pleasant St NW', 'Washington, DC 20010']}",+12025889061
_S6IZ9rGu3c4OPNcy18FQw,Ibex  Ethiopian Restaurant,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}]","['delivery', 'pickup']",$$,4.0,64,"{'address1': '6846 New Hampshire Ave', 'address2': '', 'address3': '', 'city': 'Takoma Park', 'zip_code': '20912', 'country': 'US', 'state': 'MD', 'display_address': ['6846 New Hampshire Ave', 'Takoma Park, MD 20912']}",+13012704545
XfWrqRlu-2cwNzKJnpIhdQ,Zeke's Coffee of DC,"[{'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",['delivery'],$$,4.5,135,"{'address1': '2300 Rhode Island Ave N E', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20018', 'country': 'US', 'state': 'DC', 'display_address': ['2300 Rhode Island Ave N E', 'Washington, DC 20018']}",+12027332646
2bmZyxgkEI9_YHWY-0MJrw,Pollo Cabana,"[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'latin', 'title': 'Latin American'}]","['delivery', 'pickup']",$$,3.5,142,"{'address1': '7423 Greenbelt Rd', 'address2': '', 'address3': '', 'city': 'Greenbelt', 'zip_code': '20770', 'country': 'US', 'state': 'MD', 'display_address': ['7423 Greenbelt Rd', 'Greenbelt, MD 20770']}",+13014740434
WsnrBFTAYz3oAD6LS3CWkg,Mulligan's Grill and Pub,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]",['delivery'],$$,3.5,15,"{'address1': '3800 Golf Course Road', 'address2': 'Bldg 166', 'address3': None, 'city': 'College Park', 'zip_code': '20740', 'country': 'US', 'state': 'MD', 'display_address': ['3800 Golf Course Road', 'Bldg 166', 'College Park, MD 20740']}",+13013146630
mmqAhFnqAK3xz2wrb6JlMA,Mi Rancho,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}]",['delivery'],$$,3.5,527,"{'address1': '8701 Ramsey Ave', 'address2': '', 'address3': '', 'city': 'Silver Spring', 'zip_code': '20910', 'country': 'US', 'state': 'MD', 'display_address': ['8701 Ramsey Ave', 'Silver Spring, MD 20910']}",+13015884744
QiJGOyuv6K6pQ0R1CLV7AA,Pho 72,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'soup', 'title': 'Soup'}]",[],,4.5,28,"{'address1': '1376 Park Rd NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20010', 'country': 'US', 'state': 'DC', 'display_address': ['1376 Park Rd NW', 'Washington, DC 20010']}",+12026218235
ZpC28oGCZiIHkXu997HK2Q,Kao Thai Restaurant,"[{'alias': 'thai', 'title': 'Thai'}]","['delivery', 'pickup']",$$,3.5,323,"{'address1': '8650 Colesville Rd', 'address2': None, 'address3': '', 'city': 'Silver Spring', 'zip_code': '20910', 'country': 'US', 'state': 'MD', 'display_address': ['8650 Colesville Rd', 'Silver Spring, MD 20910']}",+13014951234
-9nDx65FYy2phwsLXoJ3Ew,Just Jerk,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'bbq', 'title': 'Barbeque'}]",['delivery'],$$,4.0,407,"{'address1': '9005 Lanham Severn Rd', 'address2': '', 'address3': '', 'city': 'Lanham', 'zip_code': '20706', 'country': 'US', 'state': 'MD', 'display_address': ['9005 Lanham Severn Rd', 'Lanham, MD 20706']}",+13014595375
wGB2I1GqgyMAlkpnq1jAig,Slash Run,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","['delivery', 'pickup']",$$,3.5,196,"{'address1': '201 Upshur St NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20011', 'country': 'US', 'state': 'DC', 'display_address': ['201 Upshur St NW', 'Washington, DC 20011']}",+12028389929
MsGILAvxljaSUsDoytxrMQ,Koi Asian Cuisine,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'chinese', 'title': 'Chinese'}]","['delivery', 'pickup']",$$,3.5,243,"{'address1': '12046 Cherry Hill Rd', 'address2': '', 'address3': '', 'city': 'Silver Spring', 'zip_code': '20904', 'country': 'US', 'state': 'MD', 'display_address': ['12046 Cherry Hill Rd', 'Silver Spring, MD 20904']}",+13015861555
L6ByxddRaW3XCVkXQosCXg,Angel Las Delicias Restaurant,"[{'alias': 'salvadoran', 'title': 'Salvadoran'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",[],,5.0,14,"{'address1': '12733 Laurel Bowie Rd', 'address2': None, 'address3': '', 'city': 'Laurel', 'zip_code': '20708', 'country': 'US', 'state': 'MD', 'display_address': ['12733 Laurel Bowie Rd', 'Laurel, MD 20708']}",+12402807628
vaSjq6VrOc3skkpSIoIxaQ,Brookland Pint,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","['delivery', 'pickup']",$$,3.5,327,"{'address1': '716 Monroe St NE', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20017', 'country': 'US', 'state': 'DC', 'display_address': ['716 Monroe St NE', 'Washington, DC 20017']}",+12027582757
E5uo-BK_GX3NIlmlwsJs_Q,Miss Toya’s Creole House,"[{'alias': 'soup', 'title': 'Soup'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",[],,3.5,318,"{'address1': '923 Ellsworth Dr', 'address2': '', 'address3': None, 'city': 'Silver Spring', 'zip_code': '20910', 'country': 'US', 'state': 'MD', 'display_address': ['923 Ellsworth Dr', 'Silver Spring, MD 20910']}",+12406415925
EyXhxuTeWJXKAkEKlvuIJA,Pho Tai 63,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'soup', 'title': 'Soup'}]",[],,5.0,63,"{'address1': '5439 Annapolis Rd', 'address2': None, 'address3': '', 'city': 'Bladensburg', 'zip_code': '20710', 'country': 'US', 'state': 'MD', 'display_address': ['5439 Annapolis Rd', 'Bladensburg, MD 20710']}",+13012778600
agmibo4YEN3dkTmwhGLsEA,Lucy Bar,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",[],,4.5,24,"{'address1': '1350 Florida Ave NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['1350 Florida Ave NW', 'Washington, DC 20009']}",+12022990514
rrkP-snLZM_O3hX1JB2uUQ,Andrene's Soul Food & Caribbean Cafe,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'soulfood', 'title': 'Soul Food'}]",['delivery'],$$,4.0,309,"{'address1': '308 Kennedy St NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20011', 'country': 'US', 'state': 'DC', 'display_address': ['308 Kennedy St NW', 'Washington, DC 20011']}",+12022917007
l7ZtmGYmSab15Yx6OGh2Rw,BurgerFi,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","['delivery', 'pickup']",$$,3.5,545,"{'address1': '8504 Fenton Ave', 'address2': '', 'address3': '', 'city': 'Silver Spring', 'zip_code': '20910', 'country': 'US', 'state': 'MD', 'display_address': ['8504 Fenton Ave', 'Silver Spring, MD 20910']}",+13015652100
rfEYdLK5Ar9xZ_Xod9PuWw,The Fresh Deli,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",['delivery'],$$,4.5,31,"{'address1': '4301 Garden City Dr', 'address2': 'Ste 108', 'address3': '', 'city': 'Hyattsville', 'zip_code': '20785', 'country': 'US', 'state': 'MD', 'display_address': ['4301 Garden City Dr', 'Ste 108', 'Hyattsville, MD 20785']}",+13017313266
_HHyl90DifZwovr5Oxkptg,Potbelly Sandwich Shop,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'salad', 'title': 'Salad'}]","['delivery', 'pickup']",$,3.5,76,"{'address1': '7422 Baltimore Ave', 'address2': '', 'address3': '', 'city': 'College Park', 'zip_code': '20740', 'country': 'US', 'state': 'MD', 'display_address': ['7422 Baltimore Ave', 'College Park, MD 20740']}",+13012090635
1kC5vtdzmT4ssmozNh4-Xw,The Wonderland Ballroom,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",['delivery'],$$,3.5,523,"{'address1': '1101 Kenyon St NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['1101 Kenyon St NW', 'Washington, DC 20009']}",+12022325263
sd7i5L0RH57xcoRZfDrsQg,Mid Atlantic Seafood,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","['delivery', 'pickup']",$$,3.5,216,"{'address1': '6500 New Hampshire Ave', 'address2': '', 'address3': '', 'city': 'Takoma Park', 'zip_code': '20912', 'country': 'US', 'state': 'MD', 'display_address': ['6500 New Hampshire Ave', 'Takoma Park, MD 20912']}",+13012701262
86LkY1DBpF7BLXI_QZW5Dw,Silver Diner,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","['delivery', 'pickup']",$$,3.5,143,"{'address1': '9151 Ruby Lockhart Bvld', 'address2': None, 'address3': '', 'city': 'Lanham', 'zip_code': '20706', 'country': 'US', 'state': 'MD', 'display_address': ['9151 Ruby Lockhart Bvld', 'Lanham, MD 20706']}",+12404877490
-yifWT6zAlrSBh_qDCwQiQ,Eddie's Cafe,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'chinese', 'title': 'Chinese'}]","['delivery', 'pickup']",$,3.5,47,"{'address1': '9823 Rhode Island Ave', 'address2': '', 'address3': '', 'city': 'College Park', 'zip_code': '20740', 'country': 'US', 'state': 'MD', 'display_address': ['9823 Rhode Island Ave', 'College Park, MD 20740']}",+13013451791
hK9ImVSD0dvDOusciWoUrg,Jalapeño Fresh Mexican Bistro,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'afghani', 'title': 'Afghan'}]","['delivery', 'pickup']",$$,4.0,158,"{'address1': '13600 Baltimore Ave', 'address2': 'Ste 700', 'address3': None, 'city': 'Laurel', 'zip_code': '20707', 'country': 'US', 'state': 'MD', 'display_address': ['13600 Baltimore Ave', 'Ste 700', 'Laurel, MD 20707']}",+12407866785
cGMI_GYyG_5gB80zmWQr7w,Food Corner Kabob & Rotisserie,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'kebab', 'title': 'Kebab'}]","['delivery', 'pickup']",$,4.0,62,"{'address1': '2301 Georgia Ave NW', 'address2': 'Unit H', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['2301 Georgia Ave NW', 'Unit H', 'Washington, DC 20001']}",+12025885046
sLrd8W-1VTR72KU3k6rUog,Paint Branch Golf Course,"[{'alias': 'golf', 'title': 'Golf'}]",[],,3.5,20,"{'address1': '4690 University Blvd', 'address2': '', 'address3': '', 'city': 'College Park', 'zip_code': '20740', 'country': 'US', 'state': 'MD', 'display_address': ['4690 University Blvd', 'College Park, MD 20740']}",+13014454589
kmaI2KNOYMTgILkBWcm4wA,Wieland's BBQ,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",['delivery'],$$,4.5,95,"{'address1': '1715 Edmondson Ave', 'address2': None, 'address3': '', 'city': 'Catonsville', 'zip_code': '21228', 'country': 'US', 'state': 'MD', 'display_address': ['1715 Edmondson Ave', 'Catonsville, MD 21228']}",+14105931245
wV_tZWH-Vlzc1rrfAXd8qQ,Subbs by Carl,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",['delivery'],$,4.5,145,"{'address1': '2208 Rhode Island Ave NE', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20018', 'country': 'US', 'state': 'DC', 'display_address': ['2208 Rhode Island Ave NE', 'Washington, DC 20018']}",+12025296225
7xJs_TxZuiErHCIE-7OLSA,The Kabob Joint,"[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'kebab', 'title': 'Kebab'}, {'alias': 'halal', 'title': 'Halal'}]",['delivery'],,4.0,7,"{'address1': None, 'address2': None, 'address3': None, 'city': 'College Park', 'zip_code': '20740', 'country': 'US', 'state': 'MD', 'display_address': ['College Park, MD 20740']}",+13018645150
z8CIZy2-u1_BfQrb4QZaNg,&pizza - Mall at Prince George's,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]","['delivery', 'pickup']",$$,4.0,69,"{'address1': '3500 E West Hwy', 'address2': 'Unit 1250', 'address3': None, 'city': 'Hyattsville', 'zip_code': '20782', 'country': 'US', 'state': 'MD', 'display_address': ['3500 E West Hwy', 'Unit 1250', 'Hyattsville, MD 20782']}",+12023355991
wtc_pn0bIlAHvuWJTA9fcA,Looking Glass Lounge,"[{'alias': 'lounges', 'title': 'Lounges'}]",['delivery'],$$,4.0,235,"{'address1': '3634 Georgia Ave NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20010', 'country': 'US', 'state': 'DC', 'display_address': ['3634 Georgia Ave NW', 'Washington, DC 20010']}",+12027227669
uTLtd1dfXC6GvnfIyxL_Wg,Carolina Kitchen,"[{'alias': 'southern', 'title': 'Southern'}]","['delivery', 'pickup']",$$,3.0,553,"{'address1': '2350 Washington Pl NE', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20018', 'country': 'US', 'state': 'DC', 'display_address': ['2350 Washington Pl NE', 'Washington, DC 20018']}",+12027331216
vXfdlrm8Zgpycc03_Whm1A,Cinder BBQ,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'bbq', 'title': 'Barbeque'}]","['delivery', 'pickup']",,4.0,102,"{'address1': '800 Upshur St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20011', 'country': 'US', 'state': 'DC', 'display_address': ['800 Upshur St NW', 'Washington, DC 20011']}",+12024506795
TS9QY5LxGglgpfOWkruGUg,Mangia DC Food Tours,"[{'alias': 'foodtours', 'title': 'Food Tours'}, {'alias': 'italian', 'title': 'Italian'}]",[],,4.5,35,"{'address1': '3430 Connecticut Ave NW', 'address2': 'Ste 11177', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20008', 'country': 'US', 'state': 'DC', 'display_address': ['3430 Connecticut Ave NW', 'Ste 11177', 'Washington, DC 20008']}",+12028381900
gz7EEZT2y1fy7qXELF-_Yw,Greek Village,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",['delivery'],$$,3.5,97,"{'address1': '13476 New Hampshire Ave', 'address2': None, 'address3': 'Colesville Center', 'city': 'Silver Spring', 'zip_code': '20904', 'country': 'US', 'state': 'MD', 'display_address': ['13476 New Hampshire Ave', 'Colesville Center', 'Silver Spring, MD 20904']}",+13018792877
6KwfVHOvqL_heYHbuITFxA,Mandarin Delight,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]","['delivery', 'pickup']",$,4.0,152,"{'address1': '10613 Montgomery Rd', 'address2': '', 'address3': '', 'city': 'Beltsville', 'zip_code': '20705', 'country': 'US', 'state': 'MD', 'display_address': ['10613 Montgomery Rd', 'Beltsville, MD 20705']}",+13019378989
UiCGsvOckfv8gdP3iqliYA,Pizza Oven,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","['delivery', 'pickup']",$,4.0,71,"{'address1': '6029 66th Ave', 'address2': '', 'address3': '', 'city': 'Riverdale', 'zip_code': '20737', 'country': 'US', 'state': 'MD', 'display_address': ['6029 66th Ave', 'Riverdale, MD 20737']}",+13014591030
